feature,importance,std,cluster_id
rolling3d_wind_mag_max,0.299625409463174,0.01459042114314455,5
rolling7d_wind_mag_max,0.18395853510947582,0.01528491985495688,5
tp_roll3_basin,0.17879523787515209,0.011569321784113337,5
2m_dewpoint_temperature,0.17752099389574352,0.01468461613239635,5
wind_mag_max,0.13507168508031084,0.007078915998293288,5
2m_temperature,0.12041823221264421,0.01197247284078039,5
rh_p10_basin,0.1194073782915004,0.016560363527411328,5
rolling7d_gust_obs,0.11667905872837854,0.013542015605536287,5
thickness_1000_500_18z,0.11581909909106783,0.013483167639086236,5
total_precipitation,0.0994196836685829,0.009811173804771072,5
cape_18z,0.09404177738088672,0.012352144327490213,5
wind_mag,0.09224032998991918,0.009579621874695927,5
surface_pressure,0.08175568890915613,0.008735442176152724,5
wind_mag_max_anom,0.07804118439416244,0.010672371643599562,5
tp_max_basin,0.07247309316313875,0.010279775286276488,5
lapse_rate_850_500_18z,0.06580809498875874,0.011427775689261791,5
10m_u_component_of_wind,0.06333865749285789,0.007387940794998133,5
q850_18z,0.06265232697854096,0.008013421970584965,5
mslp_tendency_18z,0.053956499056833175,0.013915932254433125,5
tp_lag1_basin,0.05158043594837562,0.007770776014406746,5
wind10m_mag_18z,0.0481688359708872,0.012009984039533421,5
lag1_wind_mag_max,0.047046740087109594,0.007777387094280906,5
tp_lag2_basin,0.04487358892344026,0.010000616012582102,5
wind_shear_sfc_18z,0.042969966430074016,0.0060315150205695256,5
10m_v_component_of_wind,0.042277337122614736,0.008025973897934162,5
bt55_flag,0.03954302586840884,0.009897914723651527,5
msl_min_basin,0.039519519347193,0.007999021166591394,5
relative_humidity,0.038741071585338224,0.0049679981919431414,5
t2m_max_basin,0.03760718054446621,0.0056413406947641315,5
gust_factor,0.0364466876724226,0.009062822980501798,5
latitude,0.03568192680231412,0.01056051044190681,5
lag2_wind_mag_max,0.031732460669444656,0.00928656745599853,5
wind_dir_cos,0.031059332881781657,0.004559600289131864,5
wind_shear_850_300_18z,0.030289882985429027,0.007128472296460006,5
msl_18z,0.029329836741769286,0.006132518430846215,5
pressure_tendency,0.026727721176714625,0.010135040906593793,5
t2m_range,0.022809925067480873,0.0077161156530886265,5
t2m_min_basin,0.022225234967778142,0.009488457683297317,5
lag3_wind_mag_max,0.022051268653827776,0.008214189337760285,5
wind_shear_850_500_18z,0.021708360460377083,0.006610305615244475,5
wind_dir_sin,0.021613776682121003,0.004303485928756133,5
month_cos,0.0212930481531383,0.005058507287272591,5
lag2_gust_obs,0.020776686172188027,0.008910987839930403,5
longitude,0.020271193827879674,0.005679012644920336,5
day_cos,0.020133160517681496,0.007045464364733784,5
msl_range_basin,0.019526899266584914,0.008134670451652892,5
bt55_rolling7d,0.01810498888527273,0.007698704047593117,5
lag1_pressure_tendency,0.016382596613122736,0.008139272440547294,5
era5_clim_wind,0.013893119236180728,0.008681782006590455,5
wind_mag_std,0.013368641883698714,0.006078343195133105,5
day_sin,0.011629285469079804,0.005558931521460744,5
lag7_wind_mag_max,0.010325757930854943,0.006313996329236114,5
bt55_frac_month,0.008689738863815574,0.005372285442920817,5
lag1_gust_obs,0.008560480542889493,0.005352618010997802,5
month_sin,0.006048392220076907,0.008483495300882769,5
lag3_gust_obs,0.0038112373894351997,0.006047251602752615,5
ws_p90_basin,0.0034573291999624076,0.004052195104445643,5
bt55_rolling3d,0.0020433163899038855,0.00311568056970438,5
wind100m_mag_18z,-0.0036996926584893066,0.003891713919302918,5
total_precipitation,0.20363617343811452,0.017777205466950392,6
rolling3d_wind_mag_max,0.19500489373378527,0.009820624930826355,6
tp_max_basin,0.18561712005954245,0.011677184117955427,6
2m_dewpoint_temperature,0.17154421504850503,0.010146241402095304,6
rolling7d_wind_mag_max,0.12460528578783678,0.00602619299806162,6
2m_temperature,0.11831317528254678,0.008746121167659469,6
